EmployeeID,Department,JobRole,Attrition,Gender,Age,MaritalStatus,Education,EducationField,BusinessTravel,JobInvolvement,JobLevel,JobSatisfaction,Hourlyrate,Income,Salaryhike,OverTime,Workex,YearsSinceLastPromotion,EmpSatisfaction,TrainingTimesLastYear,WorkLifeBalance,Performance_Rating
525,Research & Development,Healthcare Representative,No,Female,34,Single,Bachelor,Medical,Travel_Rarely,Medium,3,Medium,46,8621,14,No,9,7,Very High,3,Best,Excellent
526,Sales,Sales Executive,Yes,Female,24,Single,College,Life Sciences,Travel_Rarely,High,2,High,65,4577,14,No,4,2,Low,3,Better,Excellent
527,Research & Development,Healthcare Representative,No,Female,39,Single,Master,Technical Degree,Travel_Rarely,Medium,2,High,80,4553,11,No,20,11,Very High,4,Better,Excellent
528,Sales,Sales Executive,No,Male,32,Single,Bachelor,Marketing,Travel_Rarely,High,2,Very High,55,5396,12,No,10,0,Very High,2,Good,Excellent
529,Sales,Sales Executive,Yes,Male,50,Married,College,Technical Degree,Travel_Frequently,High,2,High,50,6796,14,Yes,18,1,Medium,4,Better,Excellent
530,Research & Development,Healthcare Representative,No,Female,38,Single,Master,Life Sciences,Travel_Rarely,Very High,2,Very High,33,7625,13,No,10,1,Medium,4,Good,Excellent
531,Research & Development,Manufacturing Director,No,Female,27,Married,College,Life Sciences,Travel_Rarely,High,3,Low,68,7412,11,No,9,0,High,3,Better,Excellent
532,Research & Development,Research Director,No,Female,32,Single,College,Life Sciences,Travel_Rarely,High,3,Very High,39,11159,15,No,10,7,High,6,Better,Excellent
533,Sales,Sales Executive,No,Male,47,Single,Master,Marketing,Travel_Rarely,High,2,Low,42,4960,12,No,20,1,Very High,2,Better,Excellent
534,Sales,Sales Executive,No,Male,40,Married,Master,Life Sciences,Travel_Frequently,Medium,3,Low,48,10475,21,Yes,20,1,Very High,2,Better,Outstanding
535,Research & Development,Research Director,No,Male,53,Married,Bachelor,Life Sciences,Travel_Rarely,Very High,4,High,59,14814,19,No,32,1,High,3,Better,Excellent
536,Human Resources,Manager,No,Male,41,Divorced,Master,Human Resources,Travel_Rarely,Medium,5,Very High,73,19141,15,No,23,12,Medium,2,Good,Excellent
537,Sales,Sales Executive,No,Male,60,Single,Master,Marketing,Travel_Rarely,High,2,Low,84,5405,14,No,10,2,Low,1,Better,Excellent
538,Research & Development,Manufacturing Director,No,Male,27,Divorced,College,Life Sciences,Travel_Frequently,High,3,Low,32,8793,21,No,9,1,Very High,4,Good,Outstanding
539,Human Resources,Manager,No,Male,41,Married,Bachelor,Human Resources,Travel_Rarely,Medium,5,High,59,19189,12,No,22,2,Very High,3,Better,Excellent
540,Sales,Sales Representative,No,Male,50,Married,Master,Marketing,Travel_Rarely,High,1,Medium,54,3875,15,No,4,2,Very High,2,Better,Excellent
541,Research & Development,Research Scientist,Yes,Female,28,Single,College,Life Sciences,Travel_Rarely,Low,1,Medium,67,2216,13,Yes,10,3,Low,4,Better,Excellent
542,Research & Development,Research Director,No,Female,36,Married,Bachelor,Life Sciences,Non-Travel,Very High,3,Low,63,11713,14,No,10,0,Low,2,Better,Excellent
543,Research & Development,Manufacturing Director,No,Female,38,Single,Bachelor,Life Sciences,Travel_Rarely,High,3,High,81,7861,14,Yes,10,0,High,4,Best,Excellent
544,Research & Development,Laboratory Technician,No,Male,44,Single,Bachelor,Medical,Non-Travel,Low,1,High,49,3708,14,No,9,1,Low,5,Better,Excellent
545,Sales,Sales Executive,No,Female,47,Divorced,Bachelor,Medical,Travel_Frequently,High,4,High,49,13770,12,Yes,28,11,Very High,2,Good,Excellent
546,Sales,Sales Executive,No,Male,30,Divorced,Doctor,Marketing,Travel_Rarely,High,2,Very High,99,5304,23,No,10,7,High,2,Good,Outstanding
547,Sales,Sales Representative,No,Male,29,Single,Bachelor,Life Sciences,Travel_Rarely,High,1,High,99,2642,11,No,1,0,High,6,Better,Excellent
548,Research & Development,Research Scientist,Yes,Male,42,Divorced,Bachelor,Medical,Travel_Frequently,Very High,1,High,57,2759,12,Yes,7,2,High,2,Better,Excellent
549,Sales,Sales Executive,No,Male,43,Married,Bachelor,Life Sciences,Travel_Frequently,Medium,2,Very High,47,6804,18,No,7,2,Very High,5,Better,Excellent
550,Research & Development,Healthcare Representative,No,Female,34,Single,College,Medical,Travel_Rarely,High,2,High,96,6142,11,No,10,4,Medium,2,Better,Excellent
551,Research & Development,Laboratory Technician,No,Male,23,Married,Below College,Medical,Travel_Rarely,High,1,Low,37,2500,14,No,5,0,Medium,2,Best,Excellent
552,Human Resources,Human Resources,No,Female,39,Married,Bachelor,Human Resources,Travel_Rarely,Very High,2,Medium,44,6389,15,No,12,3,High,3,Bad,Excellent
553,Research & Development,Healthcare Representative,No,Male,56,Married,Bachelor,Medical,Travel_Rarely,High,4,Very High,81,11103,11,No,30,1,High,1,Good,Excellent
554,Research & Development,Research Scientist,No,Female,40,Single,Below College,Medical,Travel_Rarely,Medium,1,Very High,86,2342,20,Yes,5,2,Very High,2,Good,Outstanding
555,Research & Development,Healthcare Representative,No,Female,27,Single,Bachelor,Medical,Travel_Rarely,Medium,2,Low,55,6811,19,No,9,0,Very High,2,Bad,Excellent
556,Sales,Sales Representative,No,Male,29,Divorced,Bachelor,Marketing,Travel_Rarely,High,1,Medium,83,2297,14,No,2,2,Very High,2,Better,Excellent
557,Research & Development,Laboratory Technician,No,Male,53,Single,Bachelor,Life Sciences,Travel_Rarely,High,2,Very High,86,2450,17,No,19,2,Very High,4,Better,Excellent
558,Research & Development,Healthcare Representative,No,Female,35,Divorced,Master,Life Sciences,Non-Travel,High,2,Low,61,5093,11,No,16,0,Very High,2,Best,Excellent
559,Research & Development,Laboratory Technician,No,Male,32,Married,Master,Life Sciences,Travel_Frequently,High,2,Very High,80,5309,15,No,10,4,Low,2,Better,Excellent
560,Research & Development,Research Scientist,No,Male,38,Married,Doctor,Medical,Travel_Rarely,High,1,High,92,3057,13,Yes,6,0,Very High,0,Bad,Excellent
561,Research & Development,Manufacturing Director,No,Female,34,Divorced,Doctor,Life Sciences,Travel_Rarely,High,2,Low,32,5121,14,No,7,0,Medium,3,Better,Excellent
562,Sales,Manager,No,Male,52,Married,Master,Marketing,Travel_Rarely,Medium,4,Low,31,16856,11,No,34,1,High,3,Best,Excellent
563,Research & Development,Research Scientist,Yes,Male,33,Single,Master,Other,Travel_Rarely,High,1,Very High,63,2686,13,Yes,10,7,Very High,2,Good,Excellent
564,Sales,Sales Executive,No,Female,25,Single,Below College,Medical,Travel_Rarely,High,2,Very High,32,6180,23,No,6,1,High,5,Good,Outstanding
565,Sales,Sales Representative,No,Male,45,Single,College,Technical Degree,Travel_Rarely,Low,2,High,46,6632,13,No,9,3,Medium,3,Better,Excellent
566,Research & Development,Research Scientist,No,Male,23,Single,Below College,Medical,Travel_Rarely,Very High,1,High,79,3505,18,No,2,0,Low,3,Better,Excellent
567,Sales,Sales Executive,Yes,Female,47,Single,College,Life Sciences,Travel_Frequently,Very High,2,High,77,6397,12,Yes,8,1,Medium,2,Better,Excellent
568,Sales,Sales Executive,No,Male,34,Single,Bachelor,Other,Travel_Rarely,High,2,Very High,60,6274,22,No,6,1,Very High,5,Better,Outstanding
569,Research & Development,Manager,Yes,Male,55,Married,Bachelor,Medical,Travel_Rarely,High,5,Low,78,19859,13,Yes,24,1,Very High,2,Better,Excellent
570,Sales,Sales Executive,No,Male,36,Single,Master,Life Sciences,Non-Travel,Medium,3,Low,76,7587,15,No,10,0,Low,1,Better,Excellent
571,Research & Development,Research Scientist,No,Male,52,Married,Master,Medical,Non-Travel,High,1,Very High,41,4258,18,No,5,1,Very High,3,Better,Excellent
572,Research & Development,Laboratory Technician,No,Female,26,Divorced,College,Life Sciences,Travel_Frequently,Low,1,Very High,71,4364,14,No,5,2,Low,2,Better,Excellent
573,Research & Development,Healthcare Representative,No,Female,29,Married,Bachelor,Medical,Travel_Rarely,High,2,High,66,4335,12,No,11,1,Medium,3,Good,Excellent
574,Sales,Sales Executive,Yes,Male,26,Single,Bachelor,Technical Degree,Travel_Rarely,Medium,2,Low,38,5326,17,No,6,1,Very High,2,Good,Excellent
575,Research & Development,Research Scientist,No,Female,34,Single,Master,Life Sciences,Travel_Rarely,Very High,1,Very High,72,3280,16,No,10,1,Medium,2,Better,Excellent
576,Research & Development,Manufacturing Director,No,Female,54,Divorced,Master,Medical,Travel_Rarely,High,2,Low,95,5485,11,Yes,9,1,Very High,4,Better,Excellent
577,Sales,Sales Executive,No,Male,27,Married,Below College,Marketing,Travel_Frequently,High,2,Very High,84,4342,19,No,5,1,High,3,Better,Excellent
578,Research & Development,Research Scientist,No,Female,37,Divorced,Below College,Life Sciences,Travel_Rarely,High,1,Low,82,2782,13,Yes,6,4,Very High,3,Good,Excellent
579,Research & Development,Manufacturing Director,No,Female,38,Single,Master,Life Sciences,Travel_Frequently,Very High,2,Low,75,5980,12,Yes,17,4,Low,2,Better,Excellent
580,Research & Development,Research Scientist,No,Female,34,Single,Master,Medical,Travel_Rarely,Medium,1,Low,86,4381,11,No,6,1,High,3,Better,Excellent
581,Sales,Sales Representative,No,Female,35,Married,Master,Life Sciences,Travel_Rarely,High,1,Very High,72,2572,16,No,3,0,Low,1,Good,Excellent
582,Research & Development,Laboratory Technician,No,Male,30,Married,Bachelor,Life Sciences,Travel_Rarely,Low,1,High,38,3833,21,No,7,0,Very High,2,Better,Outstanding
583,Research & Development,Healthcare Representative,No,Female,40,Married,College,Medical,Travel_Frequently,Very High,2,Medium,38,4244,24,No,8,3,High,2,Better,Outstanding
584,Sales,Sales Executive,No,Female,34,Married,College,Life Sciences,Travel_Rarely,High,2,Low,93,6500,17,No,6,1,High,1,Better,Excellent
585,Research & Development,Manager,No,Male,42,Divorced,Bachelor,Life Sciences,Travel_Frequently,High,5,Very High,66,18430,13,No,24,14,Medium,4,Good,Excellent
586,Research & Development,Laboratory Technician,Yes,Male,23,Married,Bachelor,Life Sciences,Travel_Rarely,Very High,1,Low,63,1601,21,Yes,1,0,High,2,Better,Outstanding
587,Research & Development,Laboratory Technician,No,Male,24,Divorced,Bachelor,Life Sciences,Non-Travel,Medium,1,Medium,60,2694,11,No,1,0,High,4,Better,Excellent
588,Research & Development,Laboratory Technician,No,Female,52,Married,Master,Life Sciences,Travel_Rarely,High,2,High,82,3149,20,No,9,1,Very High,3,Better,Outstanding
589,Research & Development,Research Director,No,Male,50,Married,Bachelor,Medical,Travel_Rarely,High,4,High,64,17639,16,No,30,0,High,3,Better,Excellent
590,Research & Development,Laboratory Technician,Yes,Female,29,Married,College,Life Sciences,Travel_Rarely,Medium,1,Low,36,2319,11,Yes,1,0,Medium,1,Better,Excellent
591,Research & Development,Research Director,No,Male,33,Married,Bachelor,Medical,Travel_Rarely,High,3,High,49,11691,11,No,14,3,High,3,Best,Excellent
592,Sales,Sales Executive,Yes,Female,33,Single,Bachelor,Marketing,Travel_Rarely,High,2,Low,69,5324,15,No,6,0,Low,3,Better,Excellent
593,Research & Development,Manager,No,Female,47,Married,College,Other,Travel_Rarely,High,4,Very High,33,16752,11,Yes,26,3,High,3,Good,Excellent
594,Research & Development,Manufacturing Director,No,Female,36,Married,Bachelor,Other,Travel_Rarely,High,2,Medium,35,5228,15,No,10,0,High,2,Better,Excellent
595,Research & Development,Research Scientist,No,Male,29,Married,College,Life Sciences,Travel_Rarely,Very High,1,High,81,2700,24,No,10,0,High,3,Better,Outstanding
596,Research & Development,Research Director,Yes,Male,58,Single,Master,Life Sciences,Travel_Rarely,High,5,Medium,31,19246,12,Yes,40,13,Very High,2,Better,Excellent
597,Research & Development,Research Scientist,No,Female,35,Single,Master,Life Sciences,Travel_Rarely,Very High,1,High,40,2506,13,No,7,2,Very High,0,Better,Excellent
598,Research & Development,Manufacturing Director,No,Female,42,Married,College,Life Sciences,Travel_Rarely,Medium,2,Very High,43,6062,13,Yes,8,0,Very High,4,Better,Excellent
599,Research & Development,Research Scientist,Yes,Male,28,Single,Master,Medical,Travel_Rarely,High,1,High,46,4382,17,No,5,2,High,3,Good,Excellent
600,Human Resources,Human Resources,No,Male,36,Married,Bachelor,Human Resources,Travel_Rarely,High,1,Medium,36,2143,13,No,8,0,High,2,Better,Excellent
601,Research & Development,Manufacturing Director,No,Female,32,Married,Bachelor,Life Sciences,Travel_Rarely,Medium,2,High,98,6162,12,No,14,6,High,3,Better,Excellent
602,Research & Development,Laboratory Technician,No,Male,40,Single,Master,Medical,Travel_Frequently,Medium,2,High,51,5094,14,No,10,0,Low,6,Better,Excellent
603,Research & Development,Manufacturing Director,No,Female,30,Single,Bachelor,Medical,Travel_Rarely,Medium,2,Very High,52,6877,24,Yes,12,0,High,4,Good,Outstanding
604,Research & Development,Research Scientist,No,Female,45,Single,Bachelor,Life Sciences,Travel_Rarely,Medium,1,High,95,2274,14,No,1,0,Medium,3,Better,Excellent
605,Research & Development,Manufacturing Director,No,Male,42,Married,Bachelor,Life Sciences,Travel_Rarely,High,2,Medium,98,4434,13,No,10,7,Medium,3,Good,Excellent
606,Research & Development,Healthcare Representative,No,Male,38,Divorced,Bachelor,Life Sciences,Travel_Frequently,Medium,2,Low,45,6288,15,No,13,1,Low,3,Good,Excellent
607,Research & Development,Research Scientist,No,Female,34,Single,Master,Life Sciences,Travel_Frequently,Medium,1,Very High,100,2553,16,No,6,1,High,3,Better,Excellent
608,Sales,Sales Executive,Yes,Female,49,Married,Bachelor,Marketing,Travel_Rarely,High,3,Very High,43,7654,18,No,9,7,High,3,Best,Excellent
609,Sales,Sales Executive,Yes,Male,55,Single,Below College,Medical,Travel_Rarely,High,2,Very High,37,5160,16,No,12,7,High,3,Good,Excellent
610,Research & Development,Research Director,No,Male,43,Married,College,Life Sciences,Travel_Rarely,High,4,Low,94,17159,24,No,22,1,Medium,3,Better,Outstanding
611,Research & Development,Research Director,No,Male,27,Divorced,Below College,Technical Degree,Travel_Rarely,Medium,3,Very High,42,12808,16,Yes,9,0,High,3,Better,Excellent
612,Research & Development,Manufacturing Director,No,Male,35,Single,Bachelor,Other,Travel_Rarely,High,3,High,59,10221,21,No,17,1,High,3,Best,Outstanding
613,Sales,Sales Executive,No,Female,28,Married,Master,Marketing,Travel_Rarely,High,2,Medium,81,4779,20,Yes,8,7,Medium,2,Better,Outstanding
614,Human Resources,Human Resources,No,Male,34,Married,College,Human Resources,Travel_Rarely,High,1,Very High,88,3737,19,No,4,0,High,1,Bad,Excellent
615,Research & Development,Research Scientist,Yes,Female,26,Married,College,Medical,Travel_Frequently,Medium,1,High,88,2366,14,Yes,8,1,High,2,Better,Excellent
616,Research & Development,Research Scientist,No,Male,27,Married,Bachelor,Medical,Non-Travel,High,1,Very High,50,1706,11,No,0,0,Very High,6,Good,Excellent
617,Sales,Manager,No,Female,51,Married,Master,Marketing,Travel_Rarely,High,4,High,66,16307,14,No,29,4,Low,2,Good,Excellent
618,Research & Development,Healthcare Representative,No,Male,44,Single,Bachelor,Medical,Travel_Rarely,High,2,Medium,50,5933,12,No,10,2,Very High,2,Good,Excellent
619,Research & Development,Research Scientist,No,Male,25,Single,Below College,Medical,Travel_Rarely,Very High,1,Low,65,3424,13,No,6,0,Low,3,Good,Excellent
620,Sales,Sales Executive,No,Male,33,Divorced,Bachelor,Medical,Travel_Rarely,Very High,2,Low,48,4037,22,No,9,0,Low,5,Better,Outstanding
621,Research & Development,Research Scientist,No,Female,35,Single,Below College,Medical,Travel_Rarely,Medium,1,Low,53,2559,11,No,6,1,High,3,Good,Excellent
622,Sales,Sales Executive,No,Male,36,Married,College,Life Sciences,Travel_Rarely,High,2,Very High,56,6201,14,Yes,18,4,Medium,1,Good,Excellent
623,Sales,Sales Executive,No,Male,32,Divorced,Master,Life Sciences,Travel_Rarely,High,2,Very High,73,4403,11,No,8,0,Medium,3,Good,Excellent
624,Research & Development,Research Scientist,No,Male,30,Divorced,Master,Life Sciences,Travel_Frequently,Medium,1,Very High,75,3761,12,No,10,0,Medium,3,Good,Excellent
625,Sales,Sales Executive,No,Female,53,Married,College,Marketing,Travel_Rarely,Medium,3,Very High,78,10934,18,Yes,35,0,Low,3,Better,Excellent
626,Sales,Sales Executive,No,Male,45,Divorced,Bachelor,Marketing,Travel_Rarely,High,3,Low,74,10761,12,Yes,18,0,Very High,2,Better,Excellent
627,Research & Development,Research Scientist,No,Female,32,Married,College,Medical,Travel_Rarely,Very High,2,High,91,5175,12,No,9,1,High,3,Good,Excellent
628,Research & Development,Manufacturing Director,No,Female,52,Married,Master,Medical,Travel_Frequently,Medium,4,Very High,81,13826,22,No,31,0,High,3,Better,Outstanding
629,Sales,Sales Executive,No,Male,37,Divorced,Master,Marketing,Travel_Rarely,Medium,2,High,66,6334,19,No,9,0,Very High,2,Better,Excellent
630,Human Resources,Human Resources,No,Male,28,Divorced,College,Medical,Travel_Rarely,Medium,1,Very High,63,4936,13,No,6,0,Medium,6,Better,Excellent
631,Research & Development,Manufacturing Director,No,Male,22,Married,College,Life Sciences,Travel_Rarely,Medium,2,Very High,33,4775,22,No,4,2,Very High,2,Bad,Outstanding
632,Research & Development,Laboratory Technician,No,Male,44,Married,Master,Life Sciences,Travel_Rarely,Very High,1,Very High,62,2818,24,Yes,10,0,Low,2,Good,Outstanding
633,Research & Development,Research Scientist,No,Male,42,Single,Below College,Medical,Travel_Frequently,High,1,Very High,35,2515,14,Yes,8,2,Medium,2,Better,Excellent
634,Human Resources,Human Resources,No,Male,36,Married,Bachelor,Life Sciences,Travel_Rarely,Medium,1,Low,77,2342,21,No,6,0,Low,3,Better,Outstanding
635,Sales,Sales Executive,No,Male,25,Married,Below College,Other,Travel_Rarely,High,2,Low,98,4194,18,Yes,5,0,High,3,Better,Excellent
636,Research & Development,Manufacturing Director,No,Female,35,Married,Bachelor,Life Sciences,Travel_Rarely,Medium,3,High,66,10685,20,Yes,17,5,Very High,2,Better,Outstanding
637,Research & Development,Research Scientist,Yes,Female,35,Divorced,Master,Life Sciences,Travel_Frequently,High,1,Medium,96,2022,19,Yes,10,7,Very High,3,Good,Excellent
638,Research & Development,Laboratory Technician,No,Male,32,Divorced,Bachelor,Life Sciences,Non-Travel,High,1,Very High,61,2314,12,No,4,0,Very High,2,Better,Excellent
639,Sales,Sales Executive,No,Male,25,Married,Below College,Marketing,Travel_Rarely,Medium,2,Low,87,4256,12,No,5,0,High,1,Best,Excellent
640,Research & Development,Research Scientist,No,Female,49,Married,Bachelor,Technical Degree,Travel_Rarely,High,1,Low,36,3580,16,No,7,0,High,2,Better,Excellent
